D1BPM6_VEIPT,A0A2D3P600_9FUSO,C0EJJ1_NEIFL,L1MCS5_9BACT,C3JCB2_POREA,A0A7W4HJV8_9BACT,D6GSY8_FILAD,W1W7T9_9FIRM,U2MCA6_9BACT,E6KWI6_9PAST,A0A2W5KWT7_9CORY,A0A380N4Y6_9FIRM,D1BP93_VEIPT,A0A239YF41_9FIRM,A0A7W4HEW8_9BACT,E4LDI2_9FIRM,A0A3P2AFV8_9FIRM,A0A3P1ZCI1_9BACT,A0A069ZK08_9PORP,A0A2G6QS19_9SPIR,NUOD_NEIMB,D2NQS3_ROTMD,A7B9J2_9ACTO,X8ISL9_9STRE,E3H5W3_ROTDC,UPI000F66B8D6,F1ZRM2_9FLAO,C0EJZ3_NEIFL,A0A6L5DSP1_9BACT,A0A2I1Z7Q9_9MICC,label
0.015066434,0.014904521,0.015712071,0.015412967,0.015064913,0.013938685,0.019297922,0.013100186,0.0135186305,0.013680082,0.013512029,0.013881838,0.0139145935,0.014051106,0.015613898,0.013897452,0.0155462865,0.014452674,0.014163113,0.014902931,0.01301706,0.014278192,0.01544867,0.0135060605,0.01386748,0.013564695,0.014167191,0.014410427,0.014227196,0.014758489,0
0.015578236,0.0141219245,0.015205438,0.015482427,0.014255528,0.013123658,0.018189898,0.013316143,0.014427502,0.013329291,0.014690143,0.013483591,0.015033404,0.014183163,0.013503476,0.013544051,0.014718153,0.014393158,0.013833769,0.013906803,0.013206897,0.014735854,0.01591425,0.013770686,0.014856121,0.014380479,0.014278433,0.014078904,0.014217921,0.015541009,0
0.01430676,0.015101101,0.014958713,0.014975683,0.01336423,0.013118494,0.017573966,0.011999771,0.012950741,0.013491226,0.013980617,0.014179964,0.015002477,0.01335465,0.01327219,0.013653652,0.014724021,0.01349068,0.014205287,0.014163493,0.013055257,0.014140148,0.01580785,0.013309144,0.014443401,0.013441717,0.014439908,0.014726732,0.0134294005,0.015318328,1
0.014480368,0.014563796,0.014490181,0.015274902,0.014066319,0.013113837,0.018342847,0.013152333,0.013388382,0.012828022,0.013540844,0.014258991,0.015828969,0.013673233,0.014379279,0.012629651,0.014483698,0.013641198,0.013938634,0.014482383,0.013094905,0.014394418,0.016101414,0.013404878,0.014942571,0.013568985,0.014228477,0.014351267,0.013426501,0.015536355,1
0.01412914,0.015010996,0.014063564,0.015014496,0.013635559,0.014195741,0.018162314,0.012268868,0.013642736,0.013882073,0.013906246,0.013942641,0.014874063,0.012979598,0.014052442,0.013677345,0.014601921,0.0141202435,0.013796602,0.013739896,0.013025538,0.014346257,0.015687948,0.013319165,0.014720508,0.013345602,0.0149084255,0.014366839,0.013193857,0.015154231,1
0.014917737,0.013811033,0.014106705,0.01550674,0.013989763,0.013437474,0.017635724,0.01225406,0.013684356,0.013336146,0.014238176,0.013853421,0.015579212,0.013490964,0.013569556,0.013071099,0.015094441,0.013830706,0.01394474,0.014329003,0.013412435,0.014709282,0.01608156,0.013776772,0.01354928,0.013519504,0.014145648,0.014453194,0.013733527,0.015335501,1
0.01416646,0.014065304,0.013838227,0.015317219,0.013464265,0.013471738,0.0130772,0.011960999,0.012953806,0.013437219,0.014684084,0.014049075,0.015659224,0.01204875,0.0138819115,0.013366575,0.014439958,0.013685354,0.013725998,0.013538591,0.013442204,0.015564012,0.016536787,0.012822706,0.01535251,0.013500389,0.01378205,0.012766817,0.012835392,0.016507493,1
0.014974908,0.015402851,0.015158168,0.014890264,0.014912509,0.013916707,0.019568108,0.012704011,0.013636979,0.013185973,0.014045724,0.013745118,0.014991496,0.013148092,0.01581979,0.013312411,0.014914895,0.013680386,0.0140432175,0.014894522,0.0124670835,0.014987459,0.016309915,0.013225023,0.015862094,0.013488483,0.014366475,0.015773382,0.012453652,0.01622922,0
0.01447803,0.014668723,0.014041473,0.015977962,0.01439057,0.013693447,0.019525707,0.012530566,0.014866756,0.01487844,0.014122263,0.013928957,0.015198962,0.01339561,0.015266662,0.01348652,0.015149742,0.014668626,0.013636241,0.013938416,0.012276666,0.014590638,0.016432842,0.013712503,0.014648714,0.013946213,0.01464464,0.013800529,0.013965905,0.015588778,0
0.015740441,0.014452964,0.015384257,0.015744882,0.013948656,0.01405251,0.016722659,0.012245977,0.017299358,0.013510686,0.01339555,0.013540243,0.014926619,0.01387432,0.014577793,0.013703775,0.014750704,0.014157265,0.013636972,0.014213516,0.012204515,0.014707983,0.016617745,0.013647836,0.01475812,0.013896079,0.014102046,0.01379719,0.014089889,0.01547501,0
0.016083319,0.014997134,0.014744916,0.014839188,0.014596491,0.014148181,0.015303787,0.013887276,0.015245448,0.013391526,0.013707861,0.013249299,0.014188351,0.013913923,0.0150915375,0.01351576,0.015173414,0.014211062,0.014131118,0.014055569,0.012589019,0.013933212,0.016895402,0.013428379,0.014569858,0.013711125,0.01485806,0.013661836,0.013647841,0.015062101,1
0.014996766,0.013745235,0.015131196,0.01520211,0.013886683,0.013902758,0.014382145,0.011748753,0.0144848665,0.013166054,0.013689995,0.01338292,0.015619472,0.01348465,0.013970571,0.013246729,0.0145448325,0.013553222,0.0138957435,0.013683528,0.012503258,0.015604998,0.0171644,0.01292542,0.015812537,0.013558282,0.013903034,0.013852587,0.013497562,0.016381713,1
0.014218246,0.014103202,0.014516253,0.01609703,0.013171705,0.012982967,0.017289298,0.012158271,0.013311028,0.013526746,0.014861132,0.01313941,0.014794181,0.0130157545,0.013477964,0.013147602,0.015038573,0.013011136,0.014063502,0.014349201,0.014352375,0.014289882,0.015527597,0.0137628615,0.0154001545,0.013524677,0.013639046,0.015896255,0.013698982,0.015745072,1
0.015671473,0.013654444,0.014828413,0.015892696,0.014187616,0.013987405,0.015749715,0.013405108,0.015490645,0.01375746,0.014185578,0.013624133,0.014892995,0.013985415,0.013959528,0.0137795,0.015130987,0.014301033,0.014054469,0.014101339,0.01279101,0.014641558,0.016518844,0.01395092,0.015186267,0.014369705,0.014140342,0.01456178,0.014534622,0.015797455,0
0.01528115,0.013934399,0.017227035,0.015783764,0.014091131,0.013668063,0.0163729,0.013381874,0.014253359,0.013687306,0.014544926,0.0140693905,0.015223531,0.013535784,0.013203161,0.01390346,0.01463552,0.013654031,0.013564567,0.014271518,0.0127206445,0.014781748,0.015982552,0.013876282,0.015616028,0.0137967095,0.013959609,0.014661889,0.013640978,0.015873678,0
0.014883882,0.013706655,0.01564811,0.015855754,0.013813158,0.0139442105,0.014072726,0.012665055,0.014172423,0.013575296,0.014069272,0.01333722,0.01628016,0.013496361,0.013555095,0.013747466,0.014354546,0.0135281505,0.013747115,0.013576365,0.012534227,0.015211623,0.01723221,0.01334912,0.016816823,0.0138369575,0.014083459,0.013578788,0.013980248,0.016525403,1
0.014852053,0.014702812,0.015250775,0.015222995,0.013983027,0.013628596,0.018637829,0.012488893,0.014531401,0.013768337,0.013804816,0.0131520545,0.014109451,0.0133016845,0.014212618,0.013091982,0.01522143,0.013686712,0.013734799,0.014530879,0.013120547,0.014323383,0.016267138,0.013553913,0.014562033,0.01341808,0.014205974,0.015122247,0.013439171,0.0155136,0
0.015816238,0.01330896,0.015479004,0.015480865,0.015223818,0.013390295,0.018436458,0.013022543,0.014701185,0.013332588,0.013504052,0.01378068,0.014979246,0.014426349,0.013717683,0.01413853,0.014919449,0.014164541,0.01410195,0.014006068,0.011856326,0.014673479,0.016704889,0.013513645,0.015139266,0.0142297875,0.014184649,0.014152536,0.01419077,0.015424227,0
0.014225668,0.013337965,0.013809326,0.015053261,0.013743078,0.013871863,0.015314985,0.011456224,0.0136055965,0.014535106,0.0137122,0.013214595,0.015744204,0.012690322,0.013598174,0.01303033,0.0151774995,0.013805627,0.0136653455,0.013747178,0.013747437,0.01419289,0.016410628,0.013345106,0.01428933,0.013275642,0.0146624325,0.014244864,0.013781419,0.01478751,1
0.01539462,0.014211465,0.015570822,0.0150803635,0.0132983215,0.013817156,0.015224218,0.015392677,0.013966808,0.013989404,0.014825726,0.015095671,0.013706576,0.01328656,0.013378886,0.014751851,0.014765533,0.015152794,0.014411036,0.013326707,0.012974079,0.016141795,0.015840378,0.012952418,0.015141187,0.013280674,0.014769512,0.016437637,0.013852866,0.016387252,1
0.014487433,0.015330603,0.015005362,0.015469309,0.015095476,0.014096821,0.017525071,0.013083205,0.01442975,0.013858887,0.013237383,0.0140736895,0.01480968,0.01316031,0.01467326,0.013892169,0.015110383,0.014141967,0.01368608,0.014287896,0.012896454,0.013627057,0.016246898,0.013237686,0.014125813,0.013441192,0.014302822,0.01426775,0.013648908,0.014864325,0
0.014677136,0.014658574,0.016055916,0.014892209,0.013510532,0.013676192,0.016245091,0.012214234,0.01343361,0.013195039,0.014563004,0.01353361,0.01571182,0.013154431,0.013787335,0.013998927,0.014399966,0.013567306,0.013659267,0.013778336,0.013194181,0.014618512,0.015923074,0.0133814905,0.016324757,0.013538283,0.015149971,0.014587183,0.013235574,0.016088434,1
0.014433707,0.014256285,0.013925818,0.015688548,0.013317651,0.012781128,0.0151706515,0.013087728,0.014001085,0.014261596,0.0141780125,0.012983258,0.015053712,0.013458228,0.01340711,0.013921362,0.014645434,0.015452131,0.013923106,0.013731785,0.012885892,0.014603764,0.016134914,0.013434052,0.014846128,0.013474746,0.014000913,0.013695237,0.01366215,0.015789336,1
0.0153137,0.014518703,0.015721736,0.015220725,0.014173574,0.014333024,0.01687266,0.013184378,0.0140063185,0.013479549,0.013737095,0.013017358,0.015167547,0.013536079,0.014055966,0.013796455,0.014817602,0.013836642,0.013644906,0.01409744,0.012888187,0.014372046,0.01608554,0.013493309,0.014814564,0.013629294,0.014415561,0.014046434,0.013730347,0.015723608,0
0.014547068,0.01507706,0.015382214,0.015364783,0.014564078,0.013784468,0.017641533,0.013411402,0.015343301,0.013803112,0.013548233,0.013282374,0.014563409,0.013254696,0.015392833,0.013170937,0.014952031,0.014147805,0.013629221,0.0147846015,0.012765157,0.01393024,0.016662557,0.013318976,0.014774634,0.013548393,0.01461848,0.013890831,0.013498166,0.015448812,0
0.014625953,0.014408011,0.0143914195,0.014398548,0.01375323,0.013273439,0.015529798,0.012006219,0.0133241685,0.013236086,0.01351596,0.012876625,0.0154479,0.013220765,0.013098621,0.013758955,0.014566259,0.013222431,0.014145324,0.013808521,0.013450299,0.015068551,0.016158754,0.013026061,0.01617031,0.013366119,0.014656705,0.014897092,0.01323773,0.016014354,1
0.016463844,0.014720485,0.0146160405,0.015931787,0.014805769,0.013988586,0.017363628,0.013112444,0.016034704,0.014329269,0.013907158,0.013943158,0.013797997,0.013901056,0.015006035,0.01414526,0.015045488,0.014551746,0.013711292,0.013989752,0.012253896,0.014300752,0.016439136,0.013345721,0.01463255,0.013938668,0.014238561,0.0135063995,0.014392962,0.01542856,0
0.015090428,0.014171588,0.015019596,0.014955423,0.013847728,0.013029885,0.016162802,0.012746056,0.01426243,0.0128267985,0.014676258,0.01300324,0.016026845,0.013798188,0.013242471,0.013482728,0.0145436935,0.013794217,0.01386434,0.013700778,0.013215248,0.015183447,0.01654653,0.01319132,0.015926363,0.0137489075,0.014104749,0.013960749,0.013810907,0.01670272,1
0.014250197,0.014183313,0.014378708,0.016045392,0.013642012,0.013573806,0.015707823,0.012672941,0.013656293,0.014190292,0.014168527,0.012315979,0.015095838,0.013022103,0.0137613,0.013214486,0.015371221,0.013341024,0.013798829,0.014510344,0.013474665,0.014916318,0.015616692,0.013638897,0.0149337305,0.013531483,0.013588378,0.014531743,0.013780245,0.016152836,1
0.014737289,0.014941195,0.015141118,0.015808476,0.014126957,0.014026507,0.016534604,0.012495046,0.013200129,0.013458282,0.014365225,0.014943016,0.015584443,0.013357412,0.014179146,0.013645781,0.01478882,0.0136994785,0.013933478,0.014380346,0.012774432,0.014264941,0.015816329,0.013340529,0.015679121,0.013505606,0.013813802,0.014257076,0.01291668,0.015832843,0
0.0148106245,0.01381695,0.015412555,0.0152543085,0.014343157,0.0138001265,0.016259499,0.012593971,0.016124593,0.013766927,0.013806114,0.013237537,0.015875628,0.0139719,0.012837892,0.013860583,0.014801585,0.013856335,0.013519953,0.013758696,0.012913662,0.014107734,0.017037442,0.013307847,0.01496351,0.0141106285,0.014189329,0.014179992,0.014884094,0.015547841,0
0.014818945,0.013858688,0.015388142,0.015207951,0.014313591,0.013835658,0.016217016,0.01270172,0.016134467,0.013803934,0.013771452,0.013250008,0.01585319,0.013900254,0.012917668,0.0137871215,0.014749152,0.013919318,0.01351928,0.013777901,0.012940568,0.014087748,0.017048968,0.013238448,0.0146668,0.0140850935,0.014230872,0.014107596,0.014839222,0.015541256,1
0.015138738,0.013949748,0.0143652735,0.015915988,0.014077945,0.013898521,0.01605741,0.012452392,0.015829956,0.0136641795,0.013756086,0.013144163,0.015693309,0.013575856,0.01475495,0.013414864,0.014825183,0.013720942,0.013399453,0.014432182,0.0127330655,0.0143019855,0.016603319,0.013624944,0.014678572,0.013653301,0.014023532,0.013855743,0.014056887,0.01574468,0
0.01532931,0.014856661,0.015278514,0.014737864,0.013692268,0.013808484,0.014766962,0.013427631,0.013329652,0.0131556,0.014278742,0.012217521,0.015777059,0.013571583,0.013746112,0.014326178,0.014536132,0.013642853,0.013942232,0.013932212,0.012563078,0.015288133,0.015244724,0.012921291,0.015825033,0.013257431,0.013472477,0.014026806,0.013460651,0.01630852,1
0.015652167,0.014470896,0.014759024,0.0155075425,0.013823394,0.014348862,0.015562615,0.013570253,0.015130952,0.013223095,0.014190957,0.013864357,0.015601361,0.014033188,0.014145124,0.014241399,0.014882455,0.013306508,0.013703858,0.0135480715,0.012048721,0.013784328,0.01666559,0.013542805,0.014911808,0.013764063,0.014306727,0.013482437,0.014051387,0.015669568,0
0.015390709,0.014337817,0.016202701,0.014880904,0.013748583,0.014160405,0.015839964,0.013620397,0.015859433,0.01329314,0.014054016,0.013193895,0.015380354,0.013772354,0.013529976,0.014027804,0.014714591,0.013698905,0.013826421,0.013329977,0.012276898,0.015202048,0.017408619,0.013059805,0.015855897,0.013720694,0.013977894,0.014058419,0.0136906635,0.016219819,1
0.015378819,0.015698794,0.014931006,0.016154049,0.014941103,0.014117858,0.019056069,0.012904273,0.015581326,0.014169008,0.01353831,0.013342423,0.014428231,0.013926831,0.015685096,0.013835697,0.015022582,0.01458058,0.013757778,0.014065922,0.011920148,0.013694793,0.017041335,0.013555884,0.013780076,0.014030451,0.0145047465,0.013214759,0.013664614,0.015112426,0
0.015170869,0.014264048,0.014644165,0.016266316,0.014233643,0.0138733145,0.016939327,0.013121649,0.014016041,0.013851972,0.014277736,0.013283063,0.015223062,0.014100601,0.01459183,0.0135320015,0.015334929,0.013919801,0.014061698,0.014504928,0.012281624,0.013982216,0.016108546,0.014184895,0.015475822,0.014144536,0.01410451,0.014214691,0.01412291,0.016175948,1
0.014688595,0.013722416,0.014328969,0.015377342,0.013571334,0.014146716,0.013811718,0.011898697,0.013880788,0.013519035,0.013867348,0.01333827,0.016288549,0.01303781,0.0137151675,0.013218194,0.015251821,0.013208601,0.013862426,0.013975449,0.013196725,0.01462229,0.016404444,0.013679447,0.014488349,0.013027129,0.0141613735,0.014210933,0.013597032,0.01557563,1
0.014490805,0.014224894,0.014823452,0.016207373,0.0150911175,0.01348154,0.017957952,0.012303139,0.014796836,0.013959293,0.013953998,0.013273373,0.0142430235,0.014025923,0.014733908,0.012924647,0.014981044,0.014588942,0.013739504,0.014098773,0.012945379,0.014424064,0.017263183,0.013868114,0.014704013,0.0141718425,0.014297486,0.014110541,0.014237084,0.015413197,0
0.014810159,0.013787546,0.016864242,0.01557069,0.013576474,0.013764041,0.0146141555,0.012086379,0.01400546,0.013257739,0.014381766,0.012483677,0.015812865,0.013268559,0.013031664,0.013737106,0.014952072,0.012904871,0.013568231,0.013916853,0.013683906,0.014145397,0.016676664,0.013723894,0.015416977,0.013490504,0.01404695,0.014958782,0.013581932,0.015845673,1
0.01452849,0.013274562,0.014328223,0.015066502,0.014450815,0.013160915,0.0153348595,0.012474827,0.01508013,0.013550423,0.013802832,0.0133554125,0.015064335,0.013374463,0.01369528,0.013581075,0.015010577,0.013697934,0.013870336,0.013947343,0.013294552,0.014418065,0.016690744,0.013503079,0.015799295,0.01361664,0.014326864,0.014183999,0.014798162,0.015937801,1
0.015262353,0.01477839,0.015395752,0.015645204,0.015363369,0.01374219,0.018720556,0.013671934,0.01500097,0.01388133,0.0132166175,0.013855655,0.014381652,0.01439917,0.013705843,0.014072962,0.014878702,0.014667298,0.0137604885,0.013949745,0.0124745965,0.013814226,0.017315073,0.01347505,0.014499334,0.014180724,0.014717382,0.013584881,0.014122101,0.0151996715,0
0.015319389,0.0140944505,0.015085285,0.015906954,0.01372706,0.013943354,0.014622782,0.012648611,0.01461313,0.013387638,0.014128628,0.013294452,0.014976894,0.013369493,0.014575641,0.014072975,0.014836158,0.013546387,0.013625814,0.01447908,0.0121378545,0.014623616,0.01641322,0.013836029,0.016303377,0.013452613,0.0141509455,0.01367782,0.013879549,0.016347082,0
0.015241894,0.014268861,0.01502436,0.0153557565,0.01449937,0.01440501,0.016061006,0.013478561,0.015171866,0.013945187,0.013618741,0.013919206,0.015019023,0.014031015,0.014434927,0.014237842,0.015131003,0.014349549,0.01383261,0.01405917,0.012095519,0.014064421,0.016799515,0.013947664,0.015218446,0.0135067515,0.014454696,0.013546822,0.014226722,0.015182546,0
0.015637886,0.014577178,0.01513221,0.016592693,0.01507242,0.014239604,0.018423984,0.0132508855,0.015365834,0.014632761,0.013945545,0.014175489,0.014947795,0.014160833,0.015050997,0.014310961,0.015638443,0.01488519,0.0140090855,0.014514318,0.012477172,0.01417454,0.016326034,0.014464607,0.013597494,0.014268889,0.014256254,0.014315154,0.014794584,0.015237266,0
0.014923951,0.014231708,0.015328253,0.015281738,0.014682441,0.014351692,0.01610401,0.013312599,0.015051983,0.013098892,0.013808341,0.013275552,0.014844895,0.014109013,0.013375174,0.014298113,0.015104695,0.01401723,0.013575945,0.01364563,0.012166449,0.014008176,0.017070001,0.013834523,0.015404898,0.013726364,0.014241656,0.0138949165,0.01417442,0.015637966,0
0.0145717,0.0144638335,0.015232731,0.015472361,0.014135851,0.013455029,0.016263628,0.012107915,0.014573128,0.013209198,0.0134176845,0.013029552,0.015460763,0.013331327,0.013419748,0.01306397,0.014609946,0.01307618,0.013757962,0.014269213,0.013320966,0.014081036,0.016846165,0.013452517,0.014916096,0.013503511,0.014446548,0.014508883,0.013269771,0.015700549,0
0.014843264,0.015329827,0.0157848,0.014866284,0.014037846,0.014281876,0.018073637,0.012557174,0.014517371,0.013343086,0.013716669,0.013693719,0.015494285,0.013280759,0.01542651,0.014228861,0.014982901,0.013844014,0.014049561,0.013858824,0.012590683,0.014264503,0.016660722,0.013414693,0.014455674,0.013370294,0.0149428565,0.014627722,0.01324294,0.015009339,1
0.014855647,0.01435563,0.014327971,0.015442416,0.0138057405,0.014306502,0.015606561,0.012357111,0.015758254,0.014011033,0.0140907075,0.013596432,0.016840091,0.013372507,0.01522359,0.0136767,0.014957269,0.014168184,0.014045467,0.014057807,0.01229532,0.014088722,0.017322276,0.013727342,0.015022492,0.013647542,0.014714729,0.013480191,0.0138580175,0.015680375,1
0.01408105,0.01396852,0.015812613,0.01601186,0.013738451,0.013374996,0.016312089,0.011887668,0.013226899,0.013407362,0.014698592,0.012812869,0.015640862,0.013378695,0.014205384,0.013058551,0.015177595,0.013582227,0.013890476,0.014029539,0.013426711,0.0151846595,0.016352154,0.013725688,0.015508235,0.013761555,0.013767757,0.014982136,0.014212438,0.016881159,1
0.01504884,0.013712046,0.016243622,0.015112139,0.01380606,0.014356996,0.015121732,0.012244219,0.015425686,0.013428133,0.013500475,0.013297875,0.015671479,0.013358495,0.013867225,0.01355947,0.014985731,0.013304786,0.013689915,0.013860311,0.012784972,0.014268842,0.0169677,0.013645946,0.012782544,0.01338876,0.014051273,0.014059101,0.013687936,0.015368673,0
0.014518438,0.013767864,0.014291678,0.016469149,0.014099702,0.0137396,0.016784573,0.012193044,0.01397944,0.014055429,0.014071921,0.013363477,0.016157577,0.014023849,0.014141356,0.013111348,0.015024155,0.014159995,0.013889305,0.013857457,0.012676449,0.014048787,0.01693716,0.014099241,0.015027765,0.014336361,0.013922452,0.014456417,0.0140842395,0.015774388,0
0.015358308,0.014456584,0.014029052,0.016598232,0.013889867,0.013561784,0.017446764,0.012989478,0.014201485,0.013618748,0.013799846,0.013906715,0.0153228305,0.013390609,0.014766913,0.014036714,0.015026243,0.01403984,0.01400892,0.014321395,0.012151555,0.014372009,0.015886523,0.014155714,0.013914626,0.013985451,0.013706609,0.013971289,0.013656202,0.015736943,0
0.014339475,0.014170228,0.016929384,0.015379674,0.0139851505,0.013744205,0.017572438,0.01245951,0.013141375,0.013233136,0.013956882,0.014528674,0.01549138,0.013250344,0.013098888,0.013609068,0.014524773,0.013614091,0.013942272,0.013366611,0.012611031,0.014608986,0.016763125,0.013294061,0.014149594,0.013235065,0.013749367,0.013724424,0.013279966,0.01563604,0
0.014805179,0.014652707,0.014940703,0.016114952,0.015385972,0.013847391,0.017625567,0.012267744,0.014821711,0.01387781,0.013724209,0.013193225,0.014664953,0.014336815,0.014027176,0.0134500805,0.0150672095,0.014519616,0.01382239,0.014009508,0.012607477,0.013886214,0.016699271,0.013745976,0.014081856,0.01404313,0.014308321,0.013990684,0.014306952,0.015320561,0
0.015978271,0.014185043,0.015301856,0.015016502,0.014035694,0.01373402,0.017534243,0.014530984,0.014484337,0.013393142,0.01359272,0.014304113,0.014843206,0.014063042,0.013986781,0.014323814,0.014626707,0.014432011,0.014037873,0.0139345415,0.012414131,0.014030629,0.016247487,0.01562547,0.014864464,0.013802542,0.013904457,0.013833321,0.013851086,0.014723908,0
0.014944996,0.014200463,0.01657889,0.01563906,0.014404644,0.013957445,0.017314803,0.01248469,0.0141691035,0.013245767,0.014149028,0.012914698,0.014922057,0.013960518,0.014260611,0.013423336,0.014450238,0.013764425,0.01381804,0.013979103,0.012830382,0.014754795,0.016924893,0.013613108,0.016330142,0.01393805,0.014263564,0.014028057,0.013782028,0.015830725,1
0.014349888,0.013654927,0.017104294,0.016213978,0.013661839,0.0134017505,0.016296832,0.012919857,0.013171442,0.013814037,0.015356901,0.013463935,0.015457463,0.013234884,0.013602176,0.013335261,0.014469648,0.0135071,0.013903816,0.0137769915,0.013041845,0.016450517,0.015957775,0.013674575,0.01694331,0.013701836,0.013848872,0.014486167,0.01385774,0.01764147,1
0.014021438,0.013991571,0.014856091,0.016658682,0.013861846,0.013492053,0.015599455,0.012427421,0.013898037,0.014107645,0.014173063,0.012936916,0.015397719,0.013525296,0.014310315,0.013085843,0.014678871,0.013922726,0.013875605,0.01424225,0.013461619,0.015067546,0.015717385,0.013833851,0.013281008,0.013866321,0.013974132,0.014523653,0.014087981,0.015972218,1
0.015390115,0.014979087,0.015036321,0.015655534,0.014314207,0.013826897,0.019176051,0.0148964785,0.0145849,0.01376547,0.013490824,0.014565037,0.014822359,0.014646172,0.01524015,0.014244929,0.015004551,0.014368033,0.013714842,0.0142938765,0.0125620505,0.013962143,0.016445534,0.013611501,0.014161001,0.013767044,0.01416135,0.013921323,0.013769572,0.014867261,0
0.015003463,0.014138526,0.015283037,0.016468016,0.015078506,0.0130861625,0.018833151,0.013165175,0.015036597,0.013935803,0.013382908,0.013475071,0.014757868,0.013682209,0.016623657,0.013222851,0.015148123,0.014302537,0.013659722,0.014905997,0.012999978,0.0135565605,0.016622597,0.01408762,0.01409639,0.0136946,0.014264966,0.014335637,0.014426952,0.014940981,0
0.0153381135,0.014567548,0.015465139,0.016116781,0.014731371,0.014233867,0.01812827,0.013561887,0.01435759,0.014195714,0.014015236,0.013548461,0.014350463,0.013771189,0.014859451,0.013914187,0.014941495,0.014567636,0.013915427,0.014409537,0.012329975,0.0145215355,0.016001869,0.0140217785,0.014917445,0.01382713,0.01412592,0.014026861,0.0141737,0.015364472,0
0.01429717,0.014201619,0.01724414,0.015780909,0.013898296,0.013660559,0.018057568,0.01256964,0.014296041,0.013620475,0.014041105,0.0129848095,0.015916951,0.013427114,0.01401062,0.012762446,0.014752149,0.01349521,0.013453307,0.014209419,0.013145197,0.014273019,0.016564077,0.01354309,0.015158611,0.013747964,0.013859496,0.014403694,0.013166364,0.015388784,1
0.014151018,0.013728859,0.0148727,0.014884704,0.013046837,0.01330555,0.0163279,0.012179561,0.013951842,0.013028667,0.014845349,0.013011423,0.01494428,0.012862814,0.013008156,0.012847864,0.015655544,0.013506489,0.013968313,0.014115583,0.013512237,0.014843844,0.0162864,0.013559205,0.015588387,0.013283576,0.013780995,0.016672432,0.0137388315,0.015929567,1
0.015748868,0.014093474,0.015797695,0.014748467,0.014512797,0.014237382,0.017505808,0.013072928,0.014919548,0.013652827,0.013466902,0.0131227905,0.013884486,0.013229403,0.012962167,0.013665667,0.01503448,0.014102262,0.013710524,0.013931553,0.01278244,0.013877644,0.016151225,0.013716868,0.014722716,0.01360681,0.014346943,0.0143687,0.013598241,0.015424606,0
0.015482263,0.013339242,0.013783001,0.015644586,0.014452247,0.013787049,0.015391724,0.013203297,0.0153902285,0.013566329,0.0132914195,0.013618136,0.015890783,0.014034467,0.013550868,0.014116293,0.014710888,0.013749791,0.013614726,0.01363723,0.012611939,0.014870187,0.016989663,0.013550103,0.015638687,0.014222241,0.013901104,0.014200834,0.0144976005,0.016260985,0
0.014094506,0.013531922,0.017415678,0.015124472,0.013742862,0.014088471,0.01439039,0.012223293,0.0142803285,0.013630765,0.014088542,0.013230664,0.01612688,0.012823228,0.0129543245,0.013521132,0.014520976,0.013055403,0.013724035,0.013588882,0.013521485,0.0140961455,0.016944172,0.013514949,0.0153070185,0.013257788,0.014347745,0.014527808,0.014056422,0.015243563,1
0.015041462,0.01584576,0.015796589,0.01613142,0.015564337,0.013912358,0.018697372,0.01351291,0.014884811,0.015930673,0.013753844,0.0137822945,0.014184135,0.014040958,0.015179644,0.0139802825,0.015419068,0.014736321,0.013573821,0.014438301,0.012387875,0.014101505,0.015846785,0.01368317,0.014871753,0.0138288895,0.014458907,0.014228343,0.014471458,0.015606919,0
0.014385096,0.013642079,0.01340347,0.015710928,0.013577815,0.013482281,0.01550556,0.013014555,0.014134756,0.013394147,0.015542578,0.012579005,0.014472316,0.013372897,0.01296284,0.013748707,0.014902312,0.013556661,0.014778254,0.014087926,0.012453471,0.015691925,0.01610216,0.013281551,0.015547869,0.013563714,0.013766123,0.014023268,0.013397305,0.017110221,1
0.013757185,0.015223168,0.014777158,0.015320272,0.013304534,0.013858541,0.017118372,0.012393577,0.013468061,0.014025258,0.014194036,0.013267213,0.014794612,0.012578909,0.013327721,0.013923136,0.014972207,0.013699755,0.013995856,0.013929962,0.013343734,0.014720407,0.016267164,0.013004005,0.01547207,0.013382691,0.016715433,0.014601961,0.013325591,0.015807375,1
0.015055048,0.014173585,0.015304076,0.015175033,0.01471553,0.01384031,0.01782257,0.012306879,0.016063992,0.014098528,0.013705155,0.012959382,0.014197329,0.013766421,0.014170699,0.013041822,0.014973075,0.014476494,0.013797761,0.013791092,0.013132877,0.013873555,0.016914312,0.013531287,0.014258098,0.013811499,0.013974279,0.014282289,0.014454795,0.014964034,1
0.015283527,0.014209121,0.015537806,0.01499942,0.013927301,0.013985755,0.016344132,0.013654267,0.014624319,0.014392485,0.01409307,0.013034117,0.0156852,0.013268003,0.014581101,0.014435791,0.014418643,0.014276956,0.013378492,0.013688466,0.012660311,0.014647793,0.015984375,0.0133310845,0.017127898,0.013439603,0.01373358,0.014252622,0.014110075,0.015863784,1
