D1BPM6_VEIPT,A0A2D3P600_9FUSO,C0EJJ1_NEIFL,L1MCS5_9BACT,C3JCB2_POREA,A0A7W4HJV8_9BACT,D6GSY8_FILAD,W1W7T9_9FIRM,U2MCA6_9BACT,E6KWI6_9PAST,A0A2W5KWT7_9CORY,A0A380N4Y6_9FIRM,D1BP93_VEIPT,A0A239YF41_9FIRM,A0A7W4HEW8_9BACT,E4LDI2_9FIRM,A0A3P2AFV8_9FIRM,A0A3P1ZCI1_9BACT,A0A069ZK08_9PORP,A0A2G6QS19_9SPIR,NUOD_NEIMB,D2NQS3_ROTMD,A7B9J2_9ACTO,X8ISL9_9STRE,E3H5W3_ROTDC,UPI000F66B8D6,F1ZRM2_9FLAO,C0EJZ3_NEIFL,A0A6L5DSP1_9BACT,A0A2I1Z7Q9_9MICC,label
0.015810756,0.013568066,0.0144222425,0.01572296,0.013936477,0.013581491,0.015303523,0.013173772,0.014390143,0.013641042,0.01425711,0.013573544,0.015757443,0.013700321,0.014239838,0.014377349,0.014352333,0.013625442,0.013713439,0.014041347,0.012221439,0.015512013,0.015862001,0.0139817465,0.016684785,0.013886966,0.014187855,0.013852822,0.0140865715,0.016607378,0
0.016170869,0.015709633,0.015407605,0.015430833,0.014988687,0.014251378,0.018667981,0.015132031,0.01637597,0.014337518,0.013603276,0.014014075,0.013927498,0.014411661,0.015305081,0.014403773,0.0153030725,0.014444655,0.013668801,0.0144383935,0.011966188,0.014038062,0.01687483,0.013814754,0.01477651,0.01390355,0.014455345,0.014059399,0.014492959,0.014841139,0
0.013964706,0.014455073,0.014441931,0.0146542825,0.0135055045,0.013373555,0.015702156,0.012224477,0.013343144,0.012956236,0.014198057,0.0127404425,0.014383279,0.012985371,0.013116251,0.012858745,0.014951364,0.013610778,0.014558962,0.01448965,0.013825763,0.014401565,0.016390929,0.013270324,0.015175725,0.01315191,0.013924018,0.015502977,0.013218562,0.0155546125,1
0.014821673,0.014366054,0.015638908,0.016204648,0.015860096,0.013994419,0.017751468,0.013076324,0.014790133,0.014412839,0.013803729,0.01360708,0.014857863,0.014186084,0.014310106,0.01388311,0.015368747,0.014683276,0.01395216,0.0144441165,0.012561416,0.014556864,0.016290836,0.0137934135,0.01465191,0.014149662,0.014533704,0.014546052,0.014703186,0.015875904,0
0.0141339,0.014359909,0.014789881,0.016282089,0.014801527,0.0130978115,0.017655788,0.013040599,0.014582193,0.013543483,0.013949896,0.013208537,0.014041899,0.013973161,0.014776942,0.012794611,0.014828478,0.013941462,0.013760632,0.014520648,0.012299496,0.014158379,0.016401676,0.014063907,0.015581445,0.013999141,0.0142826,0.0139720095,0.0140033,0.015644725,0
0.01462496,0.013925767,0.016014744,0.015497878,0.014013247,0.014097706,0.016138019,0.014784439,0.014473676,0.013275941,0.014011189,0.013716371,0.015462508,0.013076155,0.014184512,0.014070876,0.014594271,0.013701407,0.013995352,0.0145246545,0.012725878,0.014445807,0.01631857,0.013500942,0.015299477,0.013675591,0.014367832,0.0139826,0.013618339,0.01566326,0
0.014297999,0.014318443,0.015317798,0.015060457,0.013072488,0.01317102,0.017779768,0.012223162,0.013168853,0.013777748,0.0141353365,0.012971608,0.013780099,0.012920535,0.012620976,0.013633087,0.014715621,0.013527157,0.014543174,0.013927141,0.013606499,0.014822816,0.016102731,0.013182549,0.014923488,0.01353258,0.01439166,0.0154847065,0.013632913,0.015208977,1
0.014285815,0.013429647,0.015099353,0.015066782,0.013200203,0.013179496,0.015301995,0.012550631,0.013203808,0.013705252,0.015126983,0.013553965,0.014307321,0.013352559,0.013347519,0.013437077,0.0144233275,0.013760727,0.014104204,0.013858713,0.013816077,0.015922809,0.015562164,0.013548683,0.017131247,0.01274134,0.01470106,0.016141424,0.0137750665,0.01574011,1
0.015034252,0.014279552,0.015354974,0.015322915,0.015001763,0.013748428,0.017157929,0.012666678,0.013991848,0.013286748,0.013291279,0.0134667475,0.014771456,0.013324209,0.015358957,0.013448212,0.0149104325,0.013556311,0.013628086,0.014500589,0.012895963,0.014393092,0.016188616,0.0123935575,0.015046343,0.01390978,0.014928492,0.013846015,0.014286406,0.015385616,0
0.01582175,0.014316365,0.0144859925,0.015420011,0.013648682,0.013718209,0.016611708,0.012037613,0.013237538,0.013371177,0.014736127,0.013512768,0.01608558,0.013596547,0.0135468,0.014170334,0.014816641,0.014032592,0.014357317,0.014380728,0.012854362,0.015116988,0.015184239,0.0136855785,0.016104221,0.01390918,0.013905113,0.014084082,0.013418625,0.015594988,1
0.014437261,0.0137151675,0.01659389,0.015385593,0.014130505,0.0134336315,0.017372916,0.012696697,0.0146111855,0.013707474,0.014241739,0.013393792,0.015104686,0.0135326,0.013593131,0.01308236,0.014767518,0.013735401,0.013594428,0.014023342,0.013346124,0.014693154,0.016102051,0.013618329,0.014866329,0.013509361,0.014231243,0.014617059,0.014377033,0.015855681,1
0.015350736,0.01361404,0.015450496,0.0149960965,0.014335436,0.014312389,0.016962688,0.01293117,0.015450467,0.013535481,0.013429757,0.014045253,0.016021771,0.014014108,0.012788438,0.014039959,0.015156362,0.013873163,0.01374574,0.013856817,0.012710264,0.014511552,0.016170109,0.013672666,0.01451613,0.013328719,0.014395733,0.014157251,0.015001188,0.014993141,0
0.016335113,0.013783587,0.015585143,0.015240257,0.01382806,0.0140109,0.016180467,0.014513398,0.014198227,0.013161519,0.013497141,0.014014531,0.015611744,0.013608319,0.0141440015,0.014209874,0.014517964,0.013841758,0.013697921,0.013720198,0.012397527,0.014487106,0.015713142,0.013910438,0.014705725,0.013259437,0.014421581,0.013806621,0.013747003,0.015283133,0
0.015868662,0.015001997,0.015080878,0.015554125,0.013889295,0.014100846,0.015758289,0.0128205605,0.014889672,0.013430883,0.013448296,0.014525619,0.015240047,0.013402259,0.014511861,0.014802001,0.0146447215,0.013843626,0.013696013,0.013977727,0.012041198,0.014647502,0.016280552,0.013427292,0.015330934,0.013588191,0.014917092,0.013547062,0.01372073,0.0152815655,0
0.014348164,0.01448775,0.014703813,0.014862643,0.014706732,0.013996645,0.01822861,0.01223427,0.015189891,0.01351491,0.013471267,0.0137492595,0.01532035,0.013237718,0.014871361,0.013036056,0.015129116,0.014176593,0.013646542,0.014686505,0.0131857935,0.013809209,0.016599597,0.013441681,0.01419821,0.013427386,0.014786381,0.014226038,0.013978769,0.014854378,0
0.01583097,0.015929304,0.015523745,0.016069686,0.014306049,0.014225644,0.018171279,0.014364482,0.014881408,0.014874096,0.014320006,0.014158522,0.013770633,0.013810423,0.014911694,0.014269844,0.014960149,0.014778495,0.013747027,0.013981493,0.012443518,0.01444111,0.016042523,0.013847119,0.015016328,0.014161913,0.014936293,0.014027156,0.014439033,0.015288183,0
